date,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,label
2015-10-27 00:00:00,21.1,5.4,13.879166666666663,0.0,10.1,20.1,4.199999999999999,-10.899999999999999,-15.700000000000001,11,11.6,13.7,1.783333333333303,0
2015-10-28 00:00:00,19.2,8.1,13.416666666666664,22.0,1.6,16.8,3.3999999999999986,-8.7,-11.1,9,19.0,22.0,-5.066666666666606,0
2015-10-30 00:00:00,17.3,3.2,11.70694444444444,22.0,8.2,15.3,3.8000000000000007,-10.8,-14.100000000000001,13,5.9,9.3,4.116666666666674,0
2015-10-31 00:00:00,15.1,9.2,10.812500000000002,0.0,0.4,13.9,4.299999999999999,-4.300000000000001,-5.9,13,7.3,10.2,4.283333333333303,0
2015-11-01 00:00:00,15.6,7.6,10.490277777777775,0.0,8.5,14.3,3.8999999999999986,-7.100000000000001,-8.0,14,6.1,9.4,4.316666666666833,0
2015-11-02 00:00:00,14.8,3.7,10.061111111111114,5.5,0.0,13.1,3.0000000000000018,-8.700000000000001,-11.100000000000001,1,12.3,14.3,2.6166666666666742,0
2015-11-05 00:00:00,19.9,3.3,10.500000000000004,2.5,9.600000000000001,19.3,3.099999999999998,-14.7,-16.599999999999998,14,8.2,10.8,2.4166666666666288,0
2015-11-07 00:00:00,22.0,9.9,12.97361111111111,0.0,8.799999999999999,21.3,3.5,-11.500000000000002,-12.1,10,15.2,17.2,-1.6999999999999318,0
2015-11-08 00:00:00,20.4,12.6,14.820833333333335,1.0,2.7,19.7,3.8000000000000007,-8.0,-7.799999999999999,9,16.6,18.8,-2.1499999999998636,0
2015-11-09 00:00:00,22.6,15.4,16.70277777777778,5.5,6.4,21.2,2.900000000000002,-6.199999999999999,-7.200000000000001,11,18.1,20.7,-6.31666666666672,0
2015-11-10 00:00:00,15.7,17.4,17.08194444444444,13.5,0.0,15.3,2.8999999999999986,1.9000000000000021,1.6999999999999993,0,17.2,19.6,-5.350000000000023,0
2015-11-11 00:00:00,14.9,12.2,15.715277777777779,13.5,0.7,13.9,4.799999999999999,-3.599999999999998,-2.700000000000001,1,11.8,13.8,-0.43333333333339397,0
2015-11-12 00:00:00,16.3,10.1,13.43055555555556,9.0,6.500000000000001,14.5,6.399999999999999,-10.4,-6.200000000000001,14,11.0,13.1,4.316666666666606,0
2015-11-13 00:00:00,14.4,11.6,12.211111111111114,1.0,1.5000000000000002,13.7,5.900000000000002,-4.399999999999999,-2.8000000000000007,2,12.1,14.1,4.9833333333333485,0
2015-11-14 00:00:00,14.2,12.8,12.579166666666662,16.5,0.0,14.5,3.8999999999999986,-3.0,-1.3999999999999986,12,16.9,19.3,-2.9166666666666288,0
2015-11-15 00:00:00,18.0,15.6,14.129166666666665,46.0,0.0,17.2,3.0,-2.799999999999997,-2.4000000000000004,7,19.4,22.5,-4.949999999999932,0
2015-11-17 00:00:00,20.0,6.5,14.901388888888883,33.0,7.0,17.9,3.3000000000000007,-10.000000000000002,-13.5,9,16.0,18.1,-0.9166666666666288,0
2015-11-18 00:00:00,17.0,14.5,14.606944444444444,38.0,0.0,17.1,2.3999999999999986,-2.1000000000000014,-2.5,7,18.9,21.8,-1.4333333333335077,0
2015-11-19 00:00:00,16.4,15.1,14.904166666666669,118.0,0.0,17.0,2.3000000000000007,-2.0,-1.299999999999999,14,19.1,22.2,-5.716666666666697,0
2015-11-20 00:00:00,14.8,12.9,15.033333333333331,118.0,0.1,14.6,5.4,-4.5,-1.9000000000000004,0,10.4,12.6,2.5166666666666515,0
2015-11-22 00:00:00,19.8,8.0,13.224999999999996,0.0,5.4,18.1,3.1999999999999993,-8.5,-11.8,10,13.5,15.5,4.533333333333303,0
2015-11-24 00:00:00,18.7,12.5,13.640277777777781,2.5,0.7,17.8,2.5,-6.699999999999999,-6.199999999999999,10,16.6,18.8,-0.5499999999999545,0
2015-11-25 00:00:00,13.0,12.8,13.315277777777773,5.5,0.7000000000000001,12.1,6.000000000000002,-3.8000000000000007,-0.1999999999999993,2,9.2,11.6,-2.6166666666666742,0
2015-11-26 00:00:00,11.8,8.7,12.205555555555556,5.5,0.30000000000000004,11.9,4.1,-3.6000000000000014,-3.1000000000000014,15,10.3,12.5,-6.283333333333303,0
2015-11-27 00:00:00,5.3,5.6,9.225000000000001,5.5,0.0,4.9,4.1,-0.3000000000000007,0.2999999999999998,14,3.0,7.6,-4.133333333333212,0
2015-11-28 00:00:00,6.5,1.1,6.379166666666666,2.5,2.7,6.4,3.5999999999999996,-5.000000000000001,-5.4,13,-0.2,6.0,6.100000000000023,0
