2015-06-26 00:00:00,st0
2015-06-26 00:00:00,st0
2015-06-26 00:00:00,st0
2015-06-26 00:00:00,st0
2015-06-26 00:00:00,st0
2015-06-27 00:00:00,st0
2015-06-27 00:00:00,st0
2015-06-27 00:00:00,st0
2015-06-27 00:00:00,st0
2015-06-27 00:00:00,st0
2015-06-28 00:00:00,st1
2015-06-28 00:00:00,st1
2015-06-28 00:00:00,st1
2015-06-28 00:00:00,st1
2015-06-28 00:00:00,st1
2015-06-29 00:00:00,st1
2015-06-29 00:00:00,st1
2015-06-29 00:00:00,st1
2015-06-29 00:00:00,st1
2015-06-29 00:00:00,st1
2015-06-30 00:00:00,st1
2015-06-30 00:00:00,st1
2015-06-30 00:00:00,st1
2015-06-30 00:00:00,st1
2015-06-30 00:00:00,st1
2015-07-01 00:00:00,st0
2015-07-01 00:00:00,st0
2015-07-01 00:00:00,st0
2015-07-01 00:00:00,st0
2015-07-01 00:00:00,st0
2015-07-02 00:00:00,st0
2015-07-02 00:00:00,st0
2015-07-02 00:00:00,st0
2015-07-02 00:00:00,st0
2015-07-02 00:00:00,st0
2015-07-03 00:00:00,st1
2015-07-03 00:00:00,st1
2015-07-03 00:00:00,st1
2015-07-03 00:00:00,st1
2015-07-03 00:00:00,st1
2015-07-04 00:00:00,st0
2015-07-04 00:00:00,st0
2015-07-04 00:00:00,st0
2015-07-04 00:00:00,st0
2015-07-04 00:00:00,st0
2015-07-05 00:00:00,st1
2015-07-05 00:00:00,st1
2015-07-05 00:00:00,st1
2015-07-05 00:00:00,st1
2015-07-05 00:00:00,st1
2015-07-06 00:00:00,st1
2015-07-06 00:00:00,st1
2015-07-06 00:00:00,st1
2015-07-06 00:00:00,st1
2015-07-06 00:00:00,st1
2015-07-07 00:00:00,st0
2015-07-07 00:00:00,st0
2015-07-07 00:00:00,st0
2015-07-07 00:00:00,st0
2015-07-07 00:00:00,st0
2015-07-08 00:00:00,st0
2015-07-08 00:00:00,st0
2015-07-08 00:00:00,st0
2015-07-08 00:00:00,st0
2015-07-08 00:00:00,st0
2015-07-09 00:00:00,st0
2015-07-09 00:00:00,st0
2015-07-09 00:00:00,st0
2015-07-09 00:00:00,st0
2015-07-09 00:00:00,st0
2015-07-10 00:00:00,st0
2015-07-10 00:00:00,st0
2015-07-10 00:00:00,st0
2015-07-10 00:00:00,st0
2015-07-10 00:00:00,st0
2015-07-11 00:00:00,st0
2015-07-11 00:00:00,st0
2015-07-11 00:00:00,st0
2015-07-11 00:00:00,st0
2015-07-11 00:00:00,st0
2015-07-12 00:00:00,st0
2015-07-12 00:00:00,st0
2015-07-12 00:00:00,st0
2015-07-12 00:00:00,st0
2015-07-12 00:00:00,st0
2015-07-13 00:00:00,st0
2015-07-13 00:00:00,st0
2015-07-13 00:00:00,st0
2015-07-13 00:00:00,st0
2015-07-13 00:00:00,st0
